id,sr,cobo,fecha,mes,anio,ing_telmex,ing_cisco,problema,diagnostico,responsable,codigo_cierre,subtipo,detalle_subtipo,tecnologia,observacion,clli
2869,681310804,MA161102958 ,Nov 16 2016 18:02:00,Dec,2016, Eleuterio Garcia,Mario Galeana,Se reporta la tarjeta del slot 4 del nodo AGR9 reiniciandose de manera  continua.,"El cliente solicito reemplazo directo de la tarjeta del slot 4, luego del reemplazo la tarjeta se mantuvo estable.",Cisco,Hardware,HARDWARE,Dañado,CE,"",TXGRXPTGO16-AGR9-06
2871,681322467,"SISA 5551469,
 5551468, 
5551466",Nov 18 2016 09:36:00,Dec,2016, Jazmin Cortes,Miguel Diaz,"Se reportan 3 servicios G30´s afectados, posteriormente comentan tener 3400 ADSL´s fuera, todos los servicios en la tarjeta del slot 1","Se nota que la tarjeta en el slot 1 tiene errores de selene, se realiza reset a la tarjeta y no levanto, se realizo la migracion de los servicios G30´s a la tarjeta en el slot 2, los HSI se dejaron fuera de servicio debido a que no se tenian puertos disponibles para migracion, posteriormente se cambio la tarjeta y se normalizaron todos los servicios.",Cisco,Hardware,HARDWARE,Dañado,CE,FA-318056,TPTNJATEO09-AGR3-06
2872,681325785,SISA5552201,Nov 18 2016 19:00:00,Dec,2016, Agustin Maldonado,Mario Galeana,"Se reporta servicio empresarial con VLAN 224 abajo, configurado en el PO120 (Gi2/9 y Gi3/7) del AGR5.","No se realizaron modificaciones en el CE Cisco. La configuracion y HW fueron encontrados sin problemas en todo el path del servicio. El trafico comenzo a cursar a traves de la interface de manera repentina, todos las entidades involucradas comentaron que nadie realizo modificaciones.",Telmex,Consulta,Consulta,Consulta,CE,"",CDMXDFMCO0J-AGR5-06
2873,681345076,"",Nov 22 2016 19:11:00,Dec,2016, Eleuterio Garcia,Mario Galeana,"Se reporto enlace entre AGR5 y DIST1 fuera de servicio. Sin afectacion, el enlace hacia el DIST2 se encontraba funcionando correctamente.",La interface TE1/21 en el AGR5 (enlace hacia DIST1) fue apagada y encendida para recuperar su  correcto funcionamiento.,Cisco,Software,SOFTWARE,Reset,CE,"",TTTNXMPRO02-AGR5-06
2874,681351667,MA161104120,Nov 23 2016 18:54:00,Dec,2016, Eleuterio Garcia,Miguel Diaz,"Cliente llama para reportar que un XFP se encuentra dañado en el puerto 8/3 del equipo distribuidor de centro telefonico, por lo que se pide refaccion, temporalmente se toma un modulo de otro puerto",Se envia la pieza solicitada. Queda pendiente el reemplazo,Cisco,Hardware,HARDWARE,Dañado,CE,"",CDMXDFCTO4J-DIST1-09
2877,681386639,MA161105450,Nov 30 2016 21:25:00,Dec,2016, Jazmin Cortes,Martin Camacho,El cliente advierte constantes reinicios del slot 3 en el equipo 7606 con el CLLI descrito,"La revision de logs arroja evidencia de falla en RLDRAM, se recomienda remplazar la LC del slot 3, el remplazo fue realizado por el cliente sin necesidad de asistencia por parte de Cisco",Cisco,Hardware,HARDWARE,RLDRAM,CE,FA-0318822,GUADJAMIO02-AGR4-06
2878,681400303,MA161200321,Dec 02 2016 16:27:00,Dec,2016, Jazmin Cortes,Miguel Diaz,Cliente reporta la tarjeta en slot 4 con constantes re inicios,"Se nota que la tarjeta se encuentra dañada por RLDRAM, se envia RMA para su cambio, no se tiene afectacion debido a que la tarjeta solo  lleva los enlaces redundantes hacia diferentes agregadores, tambien se noto alta temperatura en la tarjeta de slot 7 por lo que  realizo ventana de mantenimiento para poder limpiar los ventiladores y poder bajar la temperatura de la tarjeta y dle nodo",Cisco,Hardware,HARDWARE,RLDRAM,CE,FA-319051,GDLPXLSFO0A-DIST2-09
2881,681440134,MA161201051,Dec 09 2016 12:52:00,Dec,2016, Luz Hernandez,Miguel Diaz,Cliente reporta intermitencia en la vlan 70 en el puerto gi0/3,"Se tenia un loop por configuracion de 2 paths dentro del equipo ZRGZXDZRO04-AGR18-38, se tenia activo el comando back up peer y se quito del equipo",Telmex,Error de Ejecucion,Error de Ejecucion,Correccion en configuracion,CE,"",ZRGZXDZRO04-AGR18-38
2883,681443610,MA161200921,Dec 11 2016 03:32:00,Dec,2016, Eleuterio Garcia,Miguel Diaz,"Cliente reporta que los equipos de acceso en la vlan 63 en los equipos Agr 12 106.3.16.6 port 1/1 y Agr 11 106.3.16.7 port 0/1, no estan alcanzables","Se tenia desconfigurada la vlan 63 en el distribuidor 1 del mismo cluster, por lo que el vrrp de uninet no levantaba y por ende no se alcanzaban los equipos, se configuro la vlan en el distribuidor y se valido la gestion de los equipos de acceso",Telmex,Error de Ejecucion,Error de Ejecucion,Correccion en configuracion,CE,"",TLPNXMPLO00-AGR12-06
3052,633507979,MA150104135,Jan 29 2015 12:30:00,Jan,2015,Javier Solís ,Luis Hernández,NMA no visualiza alarmas HK ,Se aportan logs de transferencia de datos y se valida configuración.,Telmex,Consulta,Gestión,"",Optica,"",CDMXDFPTO00
2895,684904377,N/A,Jul 23 2018 00:00:00,Aug,2018,Agustin Maldonado,Martin Camacho,No se encuentran fallas identificadas en el equipo AGRIP en CTG. Se requiere hacer capturas de trafico para el operador Telcel.,"Se lleva equipo a sitio Switch 2960 para realizar configuracion de mirror.
Apoyo con personal tecnico en sitio para apoyo a conexiones y configuracion.
Capturas de trafico para el servicio del operador con VLAN 201. ",Telmex,Mejora Continua,Mejora Continua,Documentación,CE,"",GUADJATGO21-AGRIP-06
2896,684895279,MA180704397,Jul 24 2018 20:36:00,Aug,2018,Eleuterio Garcia,Ilich Rondon,Telmex reporta alta temperatura en tarjeta de linea modulo 4 del nodo agregador ZPPNJAZAO07-AGR7-06,"Se detecta alta temperatura en sensor de salida de la tarjeta de linea modulo 4. Se realiza sustitucion de la tarjeta de linea sin observar disminucion de la temperatura en el sensor de salida. Se programa nueva ventana de mantenimiento para limpieza general del nodo, pendiente por ejecutar el jueves 2 de agosto a las 23:00",Telmex,Indeterminado,Indeterminado,N/A,CE,"",ZPPNJAZAO07-AGR7-06
2897,684907575,N/A,Jul 26 2018 00:00:00,Aug,2018,Adrian Hernandez,Ilich Rondon,Análisis de la red carrier ethernet,"1 Validación del los equipos de la red carrier ethernet

2 Análisis de interfaces (errores de entrada y salida, tráfico, CRC)

3 Ejecución de informe ",Telmex,Mejora Continua,Mejora Continua,Documentación,CE,"",NCPNXMECO08-AGR3-06
2898,684912624,N/A,Jul 26 2018 19:44:00,Aug,2018,Eleuterio Garcia,Mario Galeana,"Telmex CNA reporta problema de configuración en el equipo YJLNXPYAO08-AGR11-38 de la central Yajalón, en Chiapas.",Se detecta router-id diferente a Lo0 en el AGR11.. Se comparte plan de trabajo para realizar cambio de OSPF RID y reiniciar las vecindades de OSFP.. N/A,Telmex,Consulta,Consulta,N/A,CE,"",YJLNXPYAO08-AGR11-38
2899,684919805,MA180706018,Jul 27 2018 21:40:00,Aug,2018,Eleuterio Garcia,Mario Galeana,Telmex reporta tarjeta controladora del slot 5 fuera de servicio en el AGR8 de CTL-MARIANAS.,Tarjeta en ROMMON.. Se comparte plan de trabajo para realizar ventana de mantenimiento y recuperar la tarjeta del slot 5 o reemplazarla si es necesario.. N/A,Telmex,Consulta,Consulta,N/A,CE,"",CNCUQORIO01-AGR8-06
2900,684919983,MA180705803,Jul 28 2018 00:45:00,Aug,2018,Agustin Maldonado,Ilich Rondon,Telmex reporta equipo Huawei sin gestion VLAN 60 en el nodo MNTRXLVVO04-AGR8-06,Se realiza revision de la VLAN 60 en la red de carrier ethernet solicitando validacion del correcto funcionamiento del equipo de acceso. Se realiza diagnostico y configuracion de la Red de Carrier Ethernet VLAN 60. Se queda pendiente validacion de equipo de acceso Huawei,Telmex,Consulta,Consulta,N/A,CE,"",MNTRXLVVO04-AGR8-06
2901,684920520,MA180706138,Jul 28 2018 09:51:00,Aug,2018,Jorge Gonzalez,Ilich Rondon,Telmex reporta errores de selene en la tarjeta de linea modulo 1 del nodo agregador MNTRXLVVO0G-AGR6-06,Se detecta errores de selene en la tarjeta de linea. Se realiza plan de trabajo para el reset fisico de la tarjeta de linea del modulo 1. A espera de la aprobacion del plan de trabajo para la ejecucion de la actividad,Telmex,Consulta,Consulta,N/A,CE,"",MNTRXLVVO0G-AGR6-06
2902,684930253,MA180706485,Jul 30 2018 16:06:00,Aug,2018,Adrian Hernandez,Mario Galeana,Telmex reporta navegacion lenta en varios servicios en diversas tarjetas del AGR1.,"Se detecta mala validacion por parte de CNS, los servicios afectados solo se encontraron en los puertos del Gi1/1-5. Se detecta tarjeta con problemas en NP y RLDRAM. Se realiza migracion de los servicios ubicados en la tarjeta del slot 1, se comparte plan de trabajo para realizar ventana de mantenimiento.. N/A",Cisco,Hardware,Hardware,Dañado,CE,"",MNTRXLACO01-AGR1-06
2920,685012017,Folio 2018S626140,Aug 11 2018 16:52:00,Aug,2018,Jorge Gonzalez,Josue Ceron,Telmex solicita el envio de refaccion para la intervencion con folio 2018S626140 en el agregador de central Acero.,N/A. Se realiza reemplazo de la tarjeta del slot 1 del agregador MNTRXLACO01-AGR1-06 de central Acero.. N/A,Telmex,Intervencion,Intervencion,N/A,CE,"",MNTRXLACO01-AGR1-06
2884,681524215,MA161204512,Dec 27 2016 18:54:00,Dec,2016, Jorge Gonzalez,Miguel Diaz,Se tiene la tarjeta en el slot 4 en power down.,"Se nota la tarjeta reportada en power down(fuera de servicio), debido a alta temperatura, se notan tambien las demas tarjetas con alarmas de alta temperatura al mismo tiempo, los ingenieros de Telmex en sitio recuperan la tarjeta dando un reset fisico a la tarjeta, las tarjetas dejaron de mostrar la alarma de alta temperatura, la tarjeta solo llevaba uplinks por lo que no se vieron afectados los servicios.",Telmex,Terceros,Terceros,Op & Mtto (Limpieza),CE,"",CCLCXMRCO02-AGR3-06
2903,684931006,COBO6561,Jul 30 2018 19:05:00,Aug,2018,Adrian Hernandez,Mario Galeana,Telmex reporta varios servicios con navegación lenta en el clúster CE_OCOTEN_001CCEN la mayoría en el DIST2 pero en varias tarjetas.,"No se detectaron problemas en el equipo DIST2, el cliente comentó que no estaba seguro de las fallas y que continuaría investigando.. Se realiza envió de RMA a petición del cliente y se monitoreo el DIST2 durante varios días, los servicios no fueron reportados nuevamente, la tarjeta no se cambio.. N/A",Telmex,Consulta,Consulta,Consulta,CE,"",TPTNJATEO0A-DIST2-09
2905,684948744,MA180701373,Aug 01 2018 18:33:00,Aug,2018,Eleuterio Garcia,Mario Galeana,Telmex reporta servicios abajo  en la LC1 en agregador TTTNXMCLO01-AGR3-06,"Se detecta  la LC1 con daño RLDRAM,   se envia RMA para su reemplazo. Se identifican puertos disponibles para migrarlos servivios afectado,  pero el cliente deside  esperar y realizar  el remplazo de la tarjeta. Luego del cambio se restablecen los servicios (Eluterio Garcia). N/A",Cisco,Hardware,Hardware,Dañado,CE,"",TTTNXMCLO01-AGR3-06
2906,684958158,N/A,Aug 02 2018 00:00:00,Aug,2018,Adrian Hernandez,Ilich Rondon,Análisis de la red carrier ethernet,"1 Validación del los equipos de la red carrier ethernet

2 Análisis de interfaces (errores de entrada y salida, tráfico, CRC)

3 Ejecución de informe ",Telmex,Mejora Continua,Mejora Continua,Optimización de la Red,CE,"",NCPNXMECO08-AGR3-06
2907,684958265,N/A,Aug 02 2018 00:00:00,Aug,2018,Adrian Hernandez,Ilich Rondon,Análisis de la red carrier ethernet,"1 Validación del los equipos de la red carrier ethernet

2 Análisis de interfaces (errores de entrada y salida, tráfico, CRC)

3 Ejecución de informe ",Telmex,Mejora Continua,Mejora Continua,Optimización de la Red,CE,"",NCPNXMECO08-AGR3-06
2908,684953536,MA180800240,Aug 02 2018 10:10:00,Aug,2018,Jorge Gonzalez,Martin Camacho,Se reporta Nodo fueara de gestion,"Falla en RSP, s requiere SSO. Se envia Plan de Trabajo para realizar conmutacion de controladoras. ",Telmex,Consulta,Consulta,Consulta,CE,"",FRNRXDFRO02-DIST2-09
2909,684958230,MA180800090,Aug 02 2018 22:26:00,Aug,2018,Eleuterio Garcia,Mario Galeana,Telmex reporta tarjeta controladora RSP slot 5 fuera de servicio.,"Se detecta tarjeta en ROMMON.. Se realiza actividad para bootear la tarjeta RSP del slot 5, levanto sin problemas. La actividad la realizo la ambulancia y no se necesito reemplazo.. N/A",Telmex,Intervencion,Intervencion,Intervencion,CE,"",TNLAJAPOO00-AGR3-06
2910,684964291,MA180800372,Aug 03 2018 15:45:00,Aug,2018,Eleuterio Garcia,Martin Camacho,Fallas en tarjeta de slot 3,Tarjeta con falla en Test Fabric Health. Se recomienda reinsercion o remplazo si es necesario.. Previo a apertura de caso se migro servicio afectado; no se ha ejecutado accion correctiva.,Cisco,Hardware,Hardware,Reset,CE,"",ECTPXMAEO0C-AGR8-06
2911,684993984,MA180801914,Aug 08 2018 18:00:00,Aug,2018,Jorge Gonzalez,"",Telmex  reporta problema en el trasporte  en la  trayectoria  del Distribuidor Anahuac NCGZXLANO0S-DIST1-09  hacia agregaor Apodaca APDCXLAPO16-AGR9-06. al conmutar trafico no pasar algunos servicios ,Se detecta  flapeo en la interface de 10 Ge. Se realiza el plan de trabajo para  programar ventana de mantenimiento.. ,Telmex,Consulta,Consulta,N/A,CE,"",NCGZXLANO0S-DIST1-09
2913,684994424,SISA: 6704536,Aug 08 2018 20:15:00,Aug,2018,Eleuterio Garcia,Eric Caballero,"Telmex reporta  reinicio de modulo 3, Afecta enlace hacia agregaor Apodaca APDCXLAPO16-AGR9-06.","Se detecta en el GDLPXLSFO0E-DIST2-09 Santa Fe, El modulo 3 constantes mensajes de Fabric errors . Se realiza el cambio del modulo 3  en el equipo  GDLPXLSFO0E-DIST2-09 Santa Fe.",Telmex,Consulta,Consulta,N/A,CE,"",GDLPXLSFO0E-DIST2-09
2914,684980514,N/A,Aug 09 2018 00:00:00,Aug,2018,Jorge Aguilar,Martin Camacho,No se encuentran fallas identificadas en el equipo AGRIP en CTG. Se requiere hacer capturas de trafico para el operador Telcel.,"
Se realizan pruebas en laboratoria para confirmar la creacion de puertos de monitoreo directo en equipo C-7606S
Se confirma configuracion aplicar en sitio para capturar trafico deseado.
Apoyo con personal tecnico en sitio para apoyo a conexiones y configuracion.
Capturas de trafico para el servicio del operador con VLAN 201. ",Telmex,Mejora Continua,Mejora Continua,Documentación,CE,"",GUADJATGO21-AGRIP-06
2915,684998819,N/A,Aug 09 2018 09:56:00,Aug,2018,Jorge Aguilar,Mario Galeana,Telmex solicita apoyo para migrar el puerto Gi4/17 al Gi3/6. (Ventana de Mantenimiento no programada),Se brinca el apoyo para realizar la migracion de los servicios de puerto a puerto. . Normalizacion de servicios en AGR3.. N/A,Telmex,Intervencion,Intervencion,N/A,CE,"",TOLCXMMIO06-AGR3-06
2916,684999340,MA180801882,Aug 09 2018 10:41:00,Aug,2018,Jorge Gonzalez,Martin Camacho,Se reporta Nodo fueara de gestion,"Falla en RSP, se requiere SSO. Se envia Plan de Trabajo para realizar conmutacion de controladoras. ",Telmex,Consulta,Consulta,"",CE,"",NVLRXTNLO06-DIST1-09
2919,685007114,MA180802129,Aug 10 2018 09:49:00,Aug,2018,Jorge Gonzalez,Martin Camacho,Se rporta falla en servicios de la LC 1,Se encuentran drops a nivel NP en la tarjeta del slot 1. Se realiza remplazo de la tarjeta dañada. Se requirio cunmutacion de supervisoras para dejar el nodo en estado optimo,Cisco,Hardware,Hardware,Dañado,CE,"",SCCAXPSCO0W-AGR4-06
2904,684946338,2018S625634 ,Aug 01 2018 12:47:00,Aug,2018,Jorge Gonzalez,0,Telmex reporta alta temperatura en el agregador 7 de la central Zapopan.,Se detecta alarmas de temperatura en el modulo 4 oscilando.. Se realiza  del agregador ZPPNJAZAO07-AGR7-06 de la central Zapopan.. Se envia personal a sitio para realizar limpieza profunda.,Telmex,Terceros,Terceros,Op. y Manto,CE,"",ZPPNJAZAO07-AGR7-06
2923,685035955,2018S627709,Aug 15 2018 11:14:00,Aug,2018,Eleuterio Garcia,"",Telmex reporta que se encuentra autorizada la ventana de mantenimiento en la central Chalco CHLCXMCHO0F-AGR2-06 para  insertar modulo 5 RSP.,"El equipo se encuentra solo trabajando con una solo RSP modulo 6. Se realiza  el cambio del modulo 5  el cliente solicita el cambio, se toma de la ambulancia.. ",Telmex,Intervencion,Intervencion,N/A,CE,"",CHLCXMCHO0F-AGR2-06
2924,685035976,MA180803308,Aug 15 2018 11:16:00,Aug,2018,Jazmin Cortes,Josue Ceron,Se reporta de manera proactiva errores de selene en la tarjeta del slot 1 del agregador de Sayavedra.,Se detectan errores de Selene en la tarjeta del slot 1 del agregador CLMTXMSYO01-AGR5-06 de la central Sayavedra.. Se envia plan de trabajo para programar una intervencion y realizar el cambio de la tarjeta.. N/A,Telmex,Consulta,Consulta,N/A,CE,"",CLMTXMSYO01-AGR5-06
2925,685038773,Ma180803409,Aug 15 2018 16:57:00,Aug,2018,Jorge Gonzalez,Mario Galeana,"Telmex reporta tarjeta del slot 1 con reinicios, afectación de 6 equipos DSLAM.","Se detecta tarjeta con problemas de RLDRAM.. Se apaga el puerto Te1/11 y la tarjeta se estabilizó, se tiene opción de migrar los puertos a otra tarjeta sin embargo el cliente solicita RMA y reemplazo de la tarjeta directamente.. La tarjeta del slot 1 fue reemplazada en cuanto lllego el RMA, la actividad la realizo soporte Telmex (Jorge Gonzalez).",Cisco,Hardware,Hardware,Dañado,CE,"",CNCUQOCAO03-AGR6-06
2926,685047731,2018S617892,Aug 16 2018 18:21:00,Aug,2018,Jorge Gonzalez,Eric Caballero,Telmex reporta que se encuentra autorizada la ventana de mantenimiento en la central CTL-VALLEJO  CDMXDFVLO3A-DIST2-09 para  realizar limpieza de ventiladores y modulo 7.,El equipo se encuentra oscilando con alarmas de temperatura  del modulo 7.. Se realiza  limpieza de modulos de ventiladores y modulo 7.. ,Telmex,Intervencion,Intervencion,N/A,CE,"",CDMXDFVLO3A-DIST2-09
2928,685053455,2018S627432,Aug 17 2018 12:43:00,Aug,2018,Eleuterio Garcia,Eric Caballero,Telmex indica que se encuenta autorizada la  ventana de mantenimiento del equipo CTL-VALLE VERDE MNTRXLVVO0G-AGR6-06  del reset fisico del modulo 1.,Se  revisa el  equipo encontrando constantes mensajes de fabric en el modulo 1.. Se realiza la validacion del plan de trabajo y envio de refaccion al sitio para normalizar el modulo 1 que se encuntra enviando contsntes mensajes de fabric.. ,Telmex,Intervencion,Intervencion,N/A,CE,"",MNTRXLVVO0G-AGR6-06
2929,685054591,MA180803008,Aug 17 2018 15:13:00,Aug,2018,Jazmin Cortes,Josue Ceron,Se reporta a telmex de manera proactiva los reinicios de la fuente del slot 1 y alarmas de alta temperatura en el agregador.,Se solicita una ventana de mantenimiento para realizar la limpieza de las fuente de alimentacion del equipo y realizar la inspenccion de la sala.. Se envia plan de trabajo para programar una ventana de mantenimiento del agregador ATEAJAATO03-AGR15-06 de la central Atotonilco.. Se detectan alarmas de temperatura por la noche entre 20:00 hrs y 09:00 hrs.,Telmex,Consulta,Consulta,N/A,CE,"",ATEAJAATO03-AGR15-06
2930,685056526,MA180804118,Aug 18 2018 11:00:00,Aug,2018,Jorge Gonzalez,Martin Camacho,Se reportan logs de falla en tarjeta de slot 2,Se tiene falla en componente RLDRAM de la tarjeta. Se realiza el remplazo de la tarjeta dañada. ,Cisco,Hardware,Hardware,Dañado,CE,"",CDMXDFMRO02-AGR4-06
2932,685067569,MA180804646,Aug 20 2018 23:43:00,Aug,2018,Luz Hernández,Martin Camacho,Perdida de servicios HSI a traves del nodo.,Se identifica TestFabric Fail en la tarjeta del slot 2. Se realiza reinsercion de la tarjeta afectada.. ,Cisco,Hardware,Hardware,Reset,CE,"",CDMDXTMAO0E-AGR4-06
2933,685069816,N/A,Aug 21 2018 00:00:00,Aug,2018,Jorge Aguilar,Ilich Rondon,No se encuentran fallas identificadas en el equipo AGRIP en CTG. Se requiere hacer capturas de trafico para el operador Telcel.,"Se lleva equipo a sitio Switch 2960 para realizar configuracion de mirror.
Apoyo con personal tecnico en sitio para apoyo a conexiones y configuracion.
Capturas de trafico para el servicio del operador con VLAN 217. ",Telmex,Mejora Continua,Mejora Continua,Documentación,CE,"",GUADJATGO21-AGRIP-06
2934,685070733,N/A,Aug 21 2018 09:11:00,Aug,2018,Jorge Aguilar,Mario Galeana,Telmex reporta daño en Chasis del DIST1 en CTL-ANAHUAC.,Se detecta el chasis con daño en backplane para el slot 5 de la RSP.. Se realiza reemplazo de chasis y controladora del slot 5.. N/A,Cisco,Hardware,Hardware,Dañado,CE,"",NCGZXLANO0Q-DIST1-09
2935,685075537,MA180601911,Aug 21 2018 18:46:00,Aug,2018,Adrian Hernandez,Eric Caballero,Telmex nos indica que se encuentra autorizada la ventana de mantenimiento CTL - MAYO MNTRXLMAO1K-DIST2-09 del plan de trabajo enviado.,Se detecta constantes reinicios del modulo 7  y Falla Mayor. Se realiza reset fisico y se deja monitoreando el modulo 7.,Telmex,Intervencion,Intervencion,N/A,CE,"",MNTRXLMAO1K-DIST2-09
2936,685075690,2018S628386,Aug 21 2018 19:34:00,Aug,2018,Jorge Aguilar,Eric Caballero,Telmex nos indica que se encuentra autorizada la ventana  de mantenimiento CTL - CASTAÑOS CSTSXDCSO02-AGR2-06 para normalizar  el equipo con la version de produccion  y controldora 6.,"Se  revisa el  equipo encontrando  que se encuentra operando con la version SRE4  con la controladora 5.. Se realiza la actualizacion de version de software y la insercion de controladora 6 dejando el  equipo en operación normal... Se envia RMA de FLASH CARD, Telmex no la tenia indico que Cisco la recolecto.",Telmex,Intervencion,Intervencion,N/A,CE,"",CSTSXDCSO02-AGR2-06
2938,685080960,MA170701706,Aug 22 2018 11:53:00,Aug,2018,Jorge Aguilar,Eric Caballero,Telmex reporta eventos en el equipo TEPCXNCTO0E-AGR1-06 de la central Cultura en el modulo 3.,"Se detecta en el modulo 3 constantes eventos fabric. Se recomienda reset fisico, se enviara RMA cuando se autorice la ventana.. Se envia plan de trabajo. . ",Telmex,Consulta,Consulta,N/A,CE,"",TEPCXNCTO0E-AGR1-06
2942,685084855,MA180805227,Aug 23 2018 01:11:00,Aug,2018,Jazmin Cortes,Martin Camacho,Reinicios constantes LC2,Fallade componente RLDRAm en la tarjeta del slot 2. Se realiza remplazo de la tarjeta afectada.. ,Cisco,Hardware,Hardware,Dañado,CE,"",OAXCOAOAO0U-DIST2-09
2943,685090585,N/A,Aug 23 2018 14:11:00,Aug,2018,Adrian Hernandez,Ilich Rondon,Telmex reporta perdida de paquetes en pruebas realizadas en la implementacion de un nuevo servicio VLAN 207,Se detecta daño en NP de la tarjeta de linea modulo 1. Se apaga interfaz Giga 1/10 que pertenece al port-channel 100 y se realiza plan de trabajo para normalizar el funcionamiento de la tarjeta de linea. Pendiente por fecha para ejecutar la ventana de mantenimiento,Telmex,Consulta,Consulta,N/A,CE,"",CDMXDFTLO08-AGR5-06
2947,633950931,"",Mar 06 2015 14:34:00,Mar,2015,Oscar Soriano,Luis Hernández,Servicio STM-1401-0006 afectado. ,Soporte Cisco confirma que el servicio reportado no esta configurado en el ONS15454 NZYLXMNEA02. No se recibe mas información por parte de CNS4 para configurar el servicio.,Telmex,Consulta,SDH,"",Optica,"",NZYLXMNEA02
2948,633394373,4356940,Jan 20 2015 20:57:00,Jan,2015,Mallela Vázquez,Marvic González,Revisión A32-1203-0373 con errores.,Se migra el servicio de puerto hasta que se realiza el reemplazo de la tarjeta 15305-S1.1-2-21E1=.,Cisco,Hardware,Dañado,"",Optica,Fernando Estrada,NCPNXMTEO06
2949,633598385,MA150200714,Feb 05 2015 19:41:00,Feb,2015,Javier Solís ,Carlos Amador,Alarma de Equipment failure en tarjeta XC-VXL.,Reemplazo de tarjeta XC-VXL en el ONS15454 ECTPXMOAA01 S8.,Telmex,Hardware,Fuera de Soporte,"",Optica,Fernando Estrada,ECTPXMOAA01 
2951,633846407,MA150204225,Feb 26 2015 11:57:00,Feb,2015,Sergio Navarrete,Luis Hernández,ONS15305 CDMTDF21O00 fuera de gestión.,Reset de tarjeta controladora Syscont y actualización de repisa a rel 2.0.5.,Cisco,Hardware,Reset,"",Optica,Fernando Estrada,CDMTDF21O00
2953,633869275,MA150204709,Feb 28 2015 14:36:00,Feb,2015,Oscar Soriano,Hernan Pascual,Alarma de LOF ONS15454 GUADJATGO0E Shelf 6 S14 P18.,Cambiar el parámetro FEC de Enhanced  a Standard.,Cisco,Software,Bug,"",Optica,"",GUADJATGO0E
2955,633874597,MA150204701,Mar 02 2015 02:01:00,Mar,2015,Oscar Soriano,Carlos Amador,Se presenta conmutación en el Anillo 194.,Se realiza el reemplazo de la tarjeta 15454E-XC-VXL-10G del slot 8 por la 15454/E-XC-VXC-10G y se actualiza la tarjeta del slot 10 por una del mismo código.,Telmex,Hardware,Fuera de Soporte,"",Optica,Fernando Estrada,CDMXDFPPA05
2956,633885729,MA15020358,Mar 02 2015 14:47:00,Mar,2015,Sergio Navarrete,Luis Hernández,Se genera reporte para realizar el cambio de la tarjeta STM 64 slot 5 en el NE Cisco ONS 15454 CDMXDFCTA08 solicitado por Soporte Telmex. ,Se realiza el cambio de la tarjeta en sitio.,Telmex,Consulta,SDH,"",Optica,Fernando Estrada & NCR,CDMXDFCTA08
2939,685083127,N/A,Aug 22 2018 15:57:00,Aug,2018,Luz Maria Lara,Mario Galeana,Telmex reporta perdida de paquetes en servicio empresarial VLAN 451 en AGR29 CTL-HUIMANGUILLO,No se encuentran fallas en la red de equipos Cisco.. Se realizan pruebas y se determina que existe un problema entre el equipo del cliente y el ADVA.. N/A,Telmex,Terceros,Terceros,ADVA,CE,"",HMNGTAHUO03-AGR29-38
2941,685084421,N/A,Aug 22 2018 22:39:00,Aug,2018,Jorge Aguilar,Josue Ceron,Telmex reporta alta latencia en servicio C30-1610-0664 ocasionando perdida de paquetes.,Se detecta degradacion en la potencia optica entre los puertos del agregador de primer y segundo nivel TJHIXMTEO01-AGR15-06 del la central Tejecupilco.. Se realizamodificaion del costo de OSPF para conmutar el trafico por el enlace de respaldo entre los agregadores.. N/A,Telmex,Terceros,Terceros,Fibra Externa (Plant Ext),CE,"",TJHIXMTEO01-AGR15-06
4667,685420463,N/A,Oct 11 2018 08:00:00,Oct,2018,Sergio Navarrete,Carlos Amador,Proyecto de Mejora Continua,Se aplica Soft Reset a la tarjeta,Telmex,Mejora Continua,"","",Optica,"",CDMXDFTAA02
2957,633899075,MA150204336,Mar 03 2015 12:40:00,Mar,2015,Javier Solís ,Eduardo Servin,Solicitud de un módulo Power DC para un equipo Cisco ONS15305 en la Central San Rafael GDLPXLSRO01.,Se realiza el reemplazo del modulo dañado y se hace la recomendación de aterrizar el equipo a la brevedad.,Telmex,Hardware,Dañado,"",Optica,Carlos Hernandez & Mario Rojas,GDLPXLSRO01
2958,633924261,MA150204225,Mar 04 2015 23:13:00,Mar,2015,Sergio Navarrete,Carlos Amador,Daño de ventilador en el nodo CDMTDF21O00.,Se realiza el cambio del modulo FAN.,Telmex,Consulta,SDH,"",Optica,Fernando Estrada & Jesús Marvic,CDMTDF21O00
2959,633939433,MA150300769,Mar 05 2015 18:08:00,Mar,2015,Marco Zacarías,Hernan Pascual,Solicitud de refacción de módulo de DC para equipo 15305.,Reemplazo de modulo de DC en el ONS15305 CDMYDFMEO01 slot 2.,Telmex,Hardware,Dañado,"",Optica,Fernando Estrada,CDMYDFMEO01
2960,633949427,MA150203888,Mar 06 2015 12:49:00,Mar,2015,Javier Solís ,Eduardo Servin,FAN dañado que presento MANUFACTURING DATA MEMORY (EEPROM) FAILURE.,Se realiza el cambio de FAN en el NE Cisco ONS15454 NVLRXTMRO00 de Nuevo Laredo.,Telmex,Hardware,Dañado,"",Optica,NCR,NVLRXTMRO00
